Report Number,Date Reported,Date of Occurrence,City,Latitude,Longitude,Crime Description,Clean Category,Victim Age,Victim Gender,Weapon Used,Crime Domain,Severity,Case Closed,Date Case Closed,Crime_Hour,Crime_DayOfWeek,Crime_Month,Is_Weekend,Weapon_Risk,Lat_Round,Lon_Round,Area_Crime_Count,Area_Avg_Severity,Risk_Score,Hotspot_Level,Crime_Time_Period
23374,2022-09-02 18:00,2022-08-31 21:00:00,Ahmedabad,23.0225,72.5714,BURGLARY,Burglary,52,F,Poison,Other Crime,3,No,,21,Wednesday,8,0,2.0,23.022,72.571,1817.0,2.4446890478811225,727.9334067143644,High,Night
23375,2022-09-01 16:00,2022-08-31 22:00:00,Kolkata,22.5726,88.3639,EXTORTION,Other,21,X,Knife,Other Crime,1,No,,22,Wednesday,8,0,3.0,22.573,88.364,2518.0,2.3669579030976964,1008.5100873709292,,Night
23376,2022-09-01 03:00,2022-08-31 23:00:00,Delhi,28.7041,77.1025,CYBERCRIME,Other,58,X,Firearm,Other Crime,1,Yes,2022-09-10 03:00,23,Wednesday,8,0,5.0,28.704,77.102,5400.0,2.385925925925926,2161.715777777778,,Night
23377,2022-09-02 12:00,2022-01-09 00:00:00,Surat,21.1702,72.8311,FIREARM OFFENSE,Other,30,F,Poison,Fire Accident,1,No,,0,Sunday,1,1,2.0,21.17,72.831,1111.0,2.2997299729973,445.5899189918992,High,Night
23378,2022-09-03 23:00,2022-01-09 01:00:00,Varanasi,25.3176,82.9739,COUNTERFEITING,Other,62,X,Firearm,Other Crime,1,No,,1,Sunday,1,1,5.0,25.318,82.974,355.0,2.309859154929577,143.79295774647886,High,Night
23379,2022-09-02 03:00,2022-01-09 02:00:00,Ahmedabad,23.0225,72.5714,IDENTITY THEFT,Identity Theft,10,X,Blunt Object,Violent Crime,2,Yes,2022-09-14 03:00,2,Sunday,1,1,3.0,23.022,72.571,1817.0,2.4446890478811225,728.2334067143645,High,Night
23380,2022-09-02 14:00,2022-01-09 03:00:00,Bangalore,12.9716,77.5946,DRUG OFFENSE,Other,68,F,Knife,Other Crime,1,No,,3,Sunday,1,1,3.0,12.972,77.595,3588.0,2.38015607580825,1436.6140468227422,,Night
23381,2022-09-02 02:00,2022-01-09 04:00:00,Delhi,28.7041,77.1025,FRAUD,Other,69,F,Other,Other Crime,1,Yes,2022-11-04 02:00,4,Sunday,1,1,2.0,28.704,77.102,5400.0,2.385925925925926,2161.215777777778,,Night
23382,2022-09-02 06:00,2022-01-09 05:00:00,Jaipur,26.9124,75.7873,COUNTERFEITING,Other,77,X,Poison,Other Crime,1,No,,5,Sunday,1,1,2.0,26.912,75.787,1479.0,2.310344827586207,592.7931034482759,High,Morning
23383,2022-09-04 01:00,2022-01-09 06:00:00,Kolkata,22.5726,88.3639,TRAFFIC VIOLATION,Other,33,F,Explosives,Traffic Fatality,1,Yes,2022-10-01 01:00,6,Sunday,1,1,2.0,22.573,88.364,2518.0,2.3669579030976964,1008.4100873709292,,Morning
23384,2022-09-03 17:00,2022-01-09 07:00:00,Hyderabad,17.385,78.4867,EXTORTION,Other,50,X,Explosives,Other Crime,1,No,,7,Sunday,1,1,2.0,17.385,78.487,2881.0,2.393960430406109,1153.618188129122,,Morning
23385,2022-09-03 21:00,2022-01-09 08:00:00,Ghaziabad,28.6692,77.4538,ROBBERY,Robbery,26,X,Firearm,Violent Crime,3,Yes,2022-10-25 21:00,8,Sunday,1,1,5.0,28.669,77.454,704.0,2.375,283.4125,High,Morning
23386,2022-09-03 23:00,2022-01-09 09:00:00,Kalyan,,,HOMICIDE,Homicide,12,X,Knife,Other Crime,5,No,,9,Sunday,1,1,3.0,,,,,,,Morning
23387,2022-09-03 09:00,2022-01-09 10:00:00,Faridabad,,,VEHICLE - STOLEN,Other,48,F,Blunt Object,Violent Crime,5,Yes,2022-11-04 09:00,10,Sunday,1,1,3.0,,,,,,,Morning
23388,2022-09-01 12:00,2022-01-09 11:00:00,Mumbai,19.076,72.8777,FIREARM OFFENSE,Other,60,M,Explosives,Fire Accident,1,No,,11,Sunday,1,1,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.218980747452,,Morning
23389,2022-09-01 16:00,2022-01-09 12:00:00,Nagpur,21.1458,79.0882,ILLEGAL POSSESSION,Other,38,M,Knife,Other Crime,1,No,,12,Sunday,1,1,3.0,21.146,79.088,1053.0,2.375118708452042,422.6125356125357,High,Afternoon
23390,2022-09-04 12:00,2022-01-09 13:00:00,Bhopal,23.2599,77.4126,ASSAULT,Assault,59,F,Knife,Violent Crime,5,No,,13,Sunday,1,1,3.0,23.26,77.413,690.0,2.408695652173913,277.42260869565223,High,Afternoon
23391,2022-09-02 06:00,2022-01-09 14:00:00,Mumbai,19.076,72.8777,HOMICIDE,Homicide,76,X,,Other Crime,5,Yes,2023-08-30 06:00,14,Sunday,1,1,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.218980747452,,Afternoon
23392,2022-09-04 05:00,2022-01-09 15:00:00,Kolkata,22.5726,88.3639,DRUG OFFENSE,Other,43,X,Poison,Other Crime,1,No,,15,Sunday,1,1,2.0,22.573,88.364,2518.0,2.3669579030976964,1008.4100873709292,,Afternoon
23393,2022-09-04 03:00,2022-01-09 16:00:00,Kalyan,,,EXTORTION,Other,36,X,Explosives,Other Crime,1,Yes,2022-09-22 03:00,16,Sunday,1,1,2.0,,,,,,,Afternoon
23394,2022-09-03 19:00,2022-01-09 17:00:00,Bangalore,12.9716,77.5946,SEXUAL ASSAULT,Assault,26,X,,Violent Crime,5,Yes,2023-10-06 19:00,17,Sunday,1,1,2.0,12.972,77.595,3588.0,2.38015607580825,1436.4140468227424,,Evening
23395,2022-09-04 09:00,2022-01-09 18:00:00,Mumbai,19.076,72.8777,COUNTERFEITING,Other,12,M,Other,Other Crime,1,Yes,2022-11-07 09:00,18,Sunday,1,1,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.218980747452,,Evening
23396,2022-09-02 10:00,2022-01-09 19:00:00,Thane,,,PUBLIC INTOXICATION,Other,28,M,Other,Other Crime,1,No,,19,Sunday,1,1,2.0,,,,,,,Evening
23397,2022-09-03 04:00,2022-01-09 20:00:00,Delhi,28.7041,77.1025,VANDALISM,Vandalism,18,X,Blunt Object,Other Crime,2,Yes,2022-09-21 04:00,20,Sunday,1,1,3.0,28.704,77.102,5400.0,2.385925925925926,2161.4157777777777,,Evening
23398,2022-09-04 15:00,2022-01-09 21:00:00,Visakhapatnam,17.6868,83.2185,TRAFFIC VIOLATION,Other,16,M,Poison,Traffic Fatality,1,No,,21,Sunday,1,1,2.0,17.687,83.218,728.0,2.342032967032967,292.4026098901099,High,Night
23399,2022-09-03 01:00,2022-01-09 22:00:00,Vasai,,,SEXUAL ASSAULT,Assault,78,F,Firearm,Violent Crime,5,No,,22,Sunday,1,1,5.0,,,,,,,Night
23400,2022-09-03 21:00,2022-01-09 23:00:00,Ghaziabad,28.6692,77.4538,ROBBERY,Robbery,14,M,Poison,Violent Crime,3,Yes,2023-02-16 21:00,23,Sunday,1,1,2.0,28.669,77.454,704.0,2.375,282.8125,High,Night
23401,2022-09-03 14:00,2022-02-09 00:00:00,Delhi,28.7041,77.1025,VEHICLE - STOLEN,Other,56,F,Poison,Violent Crime,5,Yes,2022-11-02 14:00,0,Wednesday,2,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Night
23402,2022-09-04 06:00,2022-02-09 01:00:00,Mumbai,19.076,72.8777,DRUG OFFENSE,Other,33,F,Blunt Object,Other Crime,1,Yes,2022-10-15 06:00,1,Wednesday,2,0,3.0,19.076,72.878,4415.0,2.3966024915062287,1767.318980747452,,Night
23403,2022-09-04 08:00,2022-02-09 02:00:00,Hyderabad,17.385,78.4867,FRAUD,Other,24,F,Explosives,Other Crime,1,No,,2,Wednesday,2,0,2.0,17.385,78.487,2881.0,2.393960430406109,1153.518188129122,,Night
23404,2022-09-02 18:00,2022-02-09 03:00:00,Chennai,13.0827,80.2707,FIREARM OFFENSE,Other,78,M,Other,Fire Accident,1,Yes,2022-11-28 18:00,3,Wednesday,2,0,2.0,13.083,80.271,2493.0,2.4091456077015643,998.3227436823104,High,Night
23405,2022-09-02 16:00,2022-02-09 04:00:00,Hyderabad,17.385,78.4867,TRAFFIC VIOLATION,Other,64,M,Explosives,Traffic Fatality,1,No,,4,Wednesday,2,0,2.0,17.385,78.487,2881.0,2.393960430406109,1153.518188129122,,Night
23406,2022-09-04 09:00,2022-02-09 05:00:00,Bangalore,12.9716,77.5946,COUNTERFEITING,Other,36,M,,Other Crime,1,No,,5,Wednesday,2,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Morning
23407,2022-09-02 23:00,2022-02-09 06:00:00,Pune,18.5204,73.8567,ARSON,Other,34,F,Other,Fire Accident,1,No,,6,Wednesday,2,0,2.0,18.52,73.857,2212.0,2.3589511754068715,885.9076853526221,High,Morning
23408,2022-09-04 04:00,2022-02-09 07:00:00,Delhi,28.7041,77.1025,SEXUAL ASSAULT,Assault,64,F,Poison,Violent Crime,5,No,,7,Wednesday,2,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Morning
23409,2022-09-04 00:00,2022-02-09 08:00:00,Pune,18.5204,73.8567,EXTORTION,Other,69,F,Explosives,Other Crime,1,Yes,2022-10-21 00:00,8,Wednesday,2,0,2.0,18.52,73.857,2212.0,2.3589511754068715,885.9076853526221,High,Morning
23410,2022-09-04 04:00,2022-02-09 09:00:00,Pune,18.5204,73.8567,VANDALISM,Vandalism,14,M,Explosives,Other Crime,2,Yes,2022-09-11 04:00,9,Wednesday,2,0,2.0,18.52,73.857,2212.0,2.3589511754068715,885.9076853526221,High,Morning
23411,2022-09-04 04:00,2022-02-09 10:00:00,Pune,18.5204,73.8567,IDENTITY THEFT,Identity Theft,31,X,Other,Violent Crime,2,Yes,2022-10-15 04:00,10,Wednesday,2,0,2.0,18.52,73.857,2212.0,2.3589511754068715,885.9076853526221,High,Morning
23412,2022-09-03 00:00,2022-02-09 11:00:00,Ahmedabad,23.0225,72.5714,VANDALISM,Vandalism,41,M,Blunt Object,Other Crime,2,Yes,2022-11-19 00:00,11,Wednesday,2,0,3.0,23.022,72.571,1817.0,2.4446890478811225,728.1334067143645,High,Morning
23413,2022-09-04 17:00,2022-02-09 12:00:00,Kolkata,22.5726,88.3639,PUBLIC INTOXICATION,Other,45,X,Blunt Object,Other Crime,1,No,,12,Wednesday,2,0,3.0,22.573,88.364,2518.0,2.3669579030976964,1008.5100873709292,,Afternoon
23414,2022-09-05 12:00,2022-02-09 13:00:00,Delhi,28.7041,77.1025,ARSON,Other,17,M,Firearm,Fire Accident,1,No,,13,Wednesday,2,0,5.0,28.704,77.102,5400.0,2.385925925925926,2161.715777777778,,Afternoon
23415,2022-09-03 09:00,2022-02-09 14:00:00,Delhi,28.7041,77.1025,SHOPLIFTING,Other,44,M,Poison,Other Crime,1,Yes,2022-11-03 09:00,14,Wednesday,2,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Afternoon
23416,2022-09-03 13:00,2022-02-09 15:00:00,Bangalore,12.9716,77.5946,VANDALISM,Vandalism,56,F,,Other Crime,2,No,,15,Wednesday,2,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Afternoon
23417,2022-09-03 02:00,2022-02-09 16:00:00,Kanpur,26.4499,80.3319,ASSAULT,Assault,41,X,Firearm,Violent Crime,5,Yes,2022-11-18 02:00,16,Wednesday,2,0,5.0,26.45,80.332,1112.0,2.372302158273381,446.511690647482,High,Afternoon
23418,2022-09-04 01:00,2022-02-09 17:00:00,Mumbai,19.076,72.8777,ASSAULT,Assault,65,X,Knife,Violent Crime,5,No,,17,Wednesday,2,0,3.0,19.076,72.878,4415.0,2.3966024915062287,1767.318980747452,,Evening
23419,2022-09-04 13:00,2022-02-09 18:00:00,Bangalore,12.9716,77.5946,COUNTERFEITING,Other,69,F,Other,Other Crime,1,Yes,2022-10-14 13:00,18,Wednesday,2,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Evening
23420,2022-09-05 17:00,2022-02-09 19:00:00,Lucknow,26.8467,80.9462,KIDNAPPING,Kidnapping,71,M,Other,Other Crime,4,Yes,2022-10-26 17:00,19,Wednesday,2,0,2.0,26.847,80.946,1456.0,2.3777472527472527,583.5133241758241,High,Evening
23421,2022-09-03 12:00,2022-02-09 20:00:00,Delhi,28.7041,77.1025,TRAFFIC VIOLATION,Other,71,F,Firearm,Traffic Fatality,1,Yes,2022-09-16 12:00,20,Wednesday,2,0,5.0,28.704,77.102,5400.0,2.385925925925926,2161.715777777778,,Evening
23422,2022-09-05 11:00,2022-02-09 21:00:00,Agra,,,KIDNAPPING,Kidnapping,25,M,Blunt Object,Other Crime,4,Yes,2022-11-21 11:00,21,Wednesday,2,0,3.0,,,,,,,Night
23423,2022-09-05 01:00,2022-02-09 22:00:00,Lucknow,26.8467,80.9462,TRAFFIC VIOLATION,Other,38,F,Knife,Traffic Fatality,1,No,,22,Wednesday,2,0,3.0,26.847,80.946,1456.0,2.3777472527472527,583.7133241758241,High,Night
23424,2022-09-04 17:00,2022-02-09 23:00:00,Chennai,13.0827,80.2707,ARSON,Other,56,X,Poison,Fire Accident,1,Yes,2022-11-02 17:00,23,Wednesday,2,0,2.0,13.083,80.271,2493.0,2.4091456077015643,998.3227436823104,High,Night
23425,2022-09-05 18:00,2022-03-09 00:00:00,Jaipur,26.9124,75.7873,ILLEGAL POSSESSION,Other,58,X,Knife,Other Crime,1,Yes,2022-10-23 18:00,0,Wednesday,3,0,3.0,26.912,75.787,1479.0,2.310344827586207,592.893103448276,High,Night
23426,2022-09-03 08:00,2022-03-09 01:00:00,Bangalore,12.9716,77.5946,FRAUD,Other,68,F,Blunt Object,Other Crime,1,Yes,2022-09-28 08:00,1,Wednesday,3,0,3.0,12.972,77.595,3588.0,2.38015607580825,1436.5140468227423,,Night
23427,2022-09-03 20:00,2022-03-09 02:00:00,Bhopal,23.2599,77.4126,FRAUD,Other,19,M,Knife,Other Crime,1,Yes,2022-10-01 20:00,2,Wednesday,3,0,3.0,23.26,77.413,690.0,2.408695652173913,277.3226086956522,High,Night
23428,2022-09-04 20:00,2022-03-09 03:00:00,Hyderabad,17.385,78.4867,PUBLIC INTOXICATION,Other,58,M,Knife,Other Crime,1,Yes,2022-09-14 20:00,3,Wednesday,3,0,3.0,17.385,78.487,2881.0,2.393960430406109,1153.718188129122,,Night
23429,2022-09-05 11:00,2022-03-09 04:00:00,Bangalore,12.9716,77.5946,ASSAULT,Assault,46,X,Other,Violent Crime,5,Yes,2022-11-14 11:00,4,Wednesday,3,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Night
23430,2022-09-04 11:00,2022-03-09 05:00:00,Mumbai,19.076,72.8777,SEXUAL ASSAULT,Assault,23,M,Other,Violent Crime,5,No,,5,Wednesday,3,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Morning
23431,2022-09-04 12:00,2022-03-09 06:00:00,Pune,18.5204,73.8567,ARSON,Other,73,F,Other,Fire Accident,1,Yes,2022-10-05 12:00,6,Wednesday,3,0,2.0,18.52,73.857,2212.0,2.3589511754068715,885.9076853526221,High,Morning
23432,2022-09-04 19:00,2022-03-09 07:00:00,Hyderabad,17.385,78.4867,SEXUAL ASSAULT,Assault,19,X,Explosives,Violent Crime,5,Yes,2023-12-23 19:00,7,Wednesday,3,0,2.0,17.385,78.487,2881.0,2.393960430406109,1153.518188129122,,Morning
23433,2022-09-04 23:00,2022-03-09 08:00:00,Lucknow,26.8467,80.9462,CYBERCRIME,Other,36,M,Other,Other Crime,1,Yes,2022-11-24 23:00,8,Wednesday,3,0,2.0,26.847,80.946,1456.0,2.3777472527472527,583.5133241758241,High,Morning
23434,2022-09-05 00:00,2022-03-09 09:00:00,Nashik,,,DOMESTIC VIOLENCE,Other,25,M,Firearm,Violent Crime,5,No,,9,Wednesday,3,0,5.0,,,,,,,Morning
23435,2022-09-05 14:00,2022-03-09 10:00:00,Thane,,,HOMICIDE,Homicide,66,M,Blunt Object,Other Crime,5,No,,10,Wednesday,3,0,3.0,,,,,,,Morning
23436,2022-09-05 14:00,2022-03-09 11:00:00,Bangalore,12.9716,77.5946,SEXUAL ASSAULT,Assault,68,X,Other,Violent Crime,5,No,,11,Wednesday,3,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Morning
23437,2022-09-05 17:00,2022-03-09 12:00:00,Mumbai,19.076,72.8777,ROBBERY,Robbery,59,M,Blunt Object,Violent Crime,3,Yes,2023-01-12 17:00,12,Wednesday,3,0,3.0,19.076,72.878,4415.0,2.3966024915062287,1767.318980747452,,Afternoon
23438,2022-09-06 09:00,2022-03-09 13:00:00,Kolkata,22.5726,88.3639,ARSON,Other,12,X,,Fire Accident,1,No,,13,Wednesday,3,0,2.0,22.573,88.364,2518.0,2.3669579030976964,1008.3100873709292,,Afternoon
23439,2022-09-04 15:00,2022-03-09 14:00:00,Chennai,13.0827,80.2707,ASSAULT,Assault,69,X,Poison,Violent Crime,5,No,,14,Wednesday,3,0,2.0,13.083,80.271,2493.0,2.4091456077015643,998.3227436823104,High,Afternoon
23440,2022-09-04 05:00,2022-03-09 15:00:00,Jaipur,26.9124,75.7873,ILLEGAL POSSESSION,Other,47,M,Poison,Other Crime,1,No,,15,Wednesday,3,0,2.0,26.912,75.787,1479.0,2.310344827586207,592.6931034482759,High,Afternoon
23441,2022-09-05 04:00,2022-03-09 16:00:00,Delhi,28.7041,77.1025,DOMESTIC VIOLENCE,Other,26,M,Other,Violent Crime,5,No,,16,Wednesday,3,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Afternoon
23442,2022-09-06 09:00,2022-03-09 17:00:00,Surat,21.1702,72.8311,EXTORTION,Other,15,F,Explosives,Other Crime,1,Yes,2022-10-08 09:00,17,Wednesday,3,0,2.0,21.17,72.831,1111.0,2.2997299729973,445.4899189918992,High,Evening
23443,2022-09-06 14:00,2022-03-09 18:00:00,Ghaziabad,28.6692,77.4538,FIREARM OFFENSE,Other,79,F,Poison,Fire Accident,1,Yes,2022-11-16 14:00,18,Wednesday,3,0,2.0,28.669,77.454,704.0,2.375,282.7125,High,Evening
23444,2022-09-04 09:00,2022-03-09 19:00:00,Vasai,,,SHOPLIFTING,Other,60,X,Firearm,Other Crime,1,Yes,2022-10-17 09:00,19,Wednesday,3,0,5.0,,,,,,,Evening
23445,2022-09-06 12:00,2022-03-09 20:00:00,Visakhapatnam,17.6868,83.2185,BURGLARY,Burglary,26,M,Poison,Other Crime,3,No,,20,Wednesday,3,0,2.0,17.687,83.218,728.0,2.342032967032967,292.30260989010986,High,Evening
23446,2022-09-06 18:00,2022-03-09 21:00:00,Delhi,28.7041,77.1025,ARSON,Other,26,X,Other,Fire Accident,1,Yes,2022-10-17 18:00,21,Wednesday,3,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Night
23447,2022-09-04 09:00,2022-03-09 22:00:00,Kolkata,22.5726,88.3639,DRUG OFFENSE,Other,65,F,Explosives,Other Crime,1,Yes,2022-10-09 09:00,22,Wednesday,3,0,2.0,22.573,88.364,2518.0,2.3669579030976964,1008.3100873709292,,Night
23448,2022-09-06 17:00,2022-03-09 23:00:00,Chennai,13.0827,80.2707,ROBBERY,Robbery,19,X,Blunt Object,Violent Crime,3,No,,23,Wednesday,3,0,3.0,13.083,80.271,2493.0,2.4091456077015643,998.5227436823104,High,Night
23449,2022-09-06 15:00,2022-04-09 00:00:00,Pune,18.5204,73.8567,ILLEGAL POSSESSION,Other,66,X,Knife,Other Crime,1,Yes,2022-11-03 15:00,0,Saturday,4,1,3.0,18.52,73.857,2212.0,2.3589511754068715,886.2076853526222,High,Night
23450,2022-09-05 14:00,2022-04-09 01:00:00,Bangalore,12.9716,77.5946,SEXUAL ASSAULT,Assault,29,M,Firearm,Violent Crime,5,Yes,2024-08-03 14:00,1,Saturday,4,1,5.0,12.972,77.595,3588.0,2.38015607580825,1437.0140468227423,,Night
23451,2022-09-04 18:00,2022-04-09 02:00:00,Chennai,13.0827,80.2707,ROBBERY,Robbery,70,M,Blunt Object,Violent Crime,3,Yes,2023-01-24 18:00,2,Saturday,4,1,3.0,13.083,80.271,2493.0,2.4091456077015643,998.6227436823106,High,Night
23452,2022-09-06 16:00,2022-04-09 03:00:00,Indore,,,ARSON,Other,28,F,Explosives,Fire Accident,1,No,,3,Saturday,4,1,2.0,,,,,,,Night
23453,2022-09-05 23:00,2022-04-09 04:00:00,Delhi,28.7041,77.1025,VANDALISM,Vandalism,64,X,Blunt Object,Other Crime,2,No,,4,Saturday,4,1,3.0,28.704,77.102,5400.0,2.385925925925926,2161.4157777777777,,Night
23454,2022-09-04 07:00,2022-04-09 05:00:00,Kanpur,26.4499,80.3319,DOMESTIC VIOLENCE,Other,42,F,Knife,Violent Crime,5,Yes,2022-11-27 07:00,5,Saturday,4,1,3.0,26.45,80.332,1112.0,2.372302158273381,446.2116906474821,High,Morning
23455,2022-09-06 06:00,2022-04-09 06:00:00,Kolkata,22.5726,88.3639,FRAUD,Other,76,M,Poison,Other Crime,1,Yes,2022-09-24 06:00,6,Saturday,4,1,2.0,22.573,88.364,2518.0,2.3669579030976964,1008.4100873709292,,Morning
23456,2022-09-05 18:00,2022-04-09 07:00:00,Delhi,28.7041,77.1025,ARSON,Other,61,M,Knife,Fire Accident,1,No,,7,Saturday,4,1,3.0,28.704,77.102,5400.0,2.385925925925926,2161.4157777777777,,Morning
23457,2022-09-05 11:00,2022-04-09 08:00:00,Mumbai,19.076,72.8777,HOMICIDE,Homicide,15,M,Explosives,Other Crime,5,Yes,2024-01-03 11:00,8,Saturday,4,1,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.218980747452,,Morning
23458,2022-09-05 18:00,2022-04-09 09:00:00,Mumbai,19.076,72.8777,ARSON,Other,42,X,,Fire Accident,1,No,,9,Saturday,4,1,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.218980747452,,Morning
23459,2022-09-04 23:00,2022-04-09 10:00:00,Lucknow,26.8467,80.9462,PUBLIC INTOXICATION,Other,34,M,,Other Crime,1,Yes,2022-09-25 23:00,10,Saturday,4,1,2.0,26.847,80.946,1456.0,2.3777472527472527,583.6133241758241,High,Morning
23460,2022-09-05 06:00,2022-04-09 11:00:00,Mumbai,19.076,72.8777,SHOPLIFTING,Other,56,M,Blunt Object,Other Crime,1,No,,11,Saturday,4,1,3.0,19.076,72.878,4415.0,2.3966024915062287,1767.4189807474518,,Morning
23461,2022-09-05 00:00,2022-04-09 12:00:00,Varanasi,25.3176,82.9739,ASSAULT,Assault,25,X,Explosives,Violent Crime,5,No,,12,Saturday,4,1,2.0,25.318,82.974,355.0,2.309859154929577,143.19295774647887,High,Afternoon
23462,2022-09-04 15:00,2022-04-09 13:00:00,Nashik,,,DOMESTIC VIOLENCE,Other,67,X,Poison,Violent Crime,5,No,,13,Saturday,4,1,2.0,,,,,,,Afternoon
23463,2022-09-06 12:00,2022-04-09 14:00:00,Delhi,28.7041,77.1025,FIREARM OFFENSE,Other,66,F,Firearm,Fire Accident,1,Yes,2022-11-17 12:00,14,Saturday,4,1,5.0,28.704,77.102,5400.0,2.385925925925926,2161.815777777778,,Afternoon
23464,2022-09-05 13:00,2022-04-09 15:00:00,Nagpur,21.1458,79.0882,DOMESTIC VIOLENCE,Other,54,X,Other,Violent Crime,5,No,,15,Saturday,4,1,2.0,21.146,79.088,1053.0,2.375118708452042,422.4125356125356,High,Afternoon
23465,2022-09-05 06:00,2022-04-09 16:00:00,Faridabad,,,VANDALISM,Vandalism,75,M,Blunt Object,Other Crime,2,No,,16,Saturday,4,1,3.0,,,,,,,Afternoon
23466,2022-09-06 13:00,2022-04-09 17:00:00,Patna,25.5941,85.1376,PUBLIC INTOXICATION,Other,34,M,Blunt Object,Other Crime,1,No,,17,Saturday,4,1,3.0,25.594,85.138,695.0,2.3884892086330933,279.41654676259,High,Evening
23467,2022-09-06 03:00,2022-04-09 18:00:00,Hyderabad,17.385,78.4867,HOMICIDE,Homicide,70,X,Firearm,Other Crime,5,Yes,2024-06-10 03:00,18,Saturday,4,1,5.0,17.385,78.487,2881.0,2.393960430406109,1154.218188129122,,Evening
23468,2022-09-06 04:00,2022-04-09 19:00:00,Kolkata,22.5726,88.3639,DOMESTIC VIOLENCE,Other,58,F,Firearm,Violent Crime,5,No,,19,Saturday,4,1,5.0,22.573,88.364,2518.0,2.3669579030976964,1009.0100873709292,,Evening
23469,2022-09-05 14:00,2022-04-09 20:00:00,Bangalore,12.9716,77.5946,FIREARM OFFENSE,Other,10,M,Knife,Fire Accident,1,No,,20,Saturday,4,1,3.0,12.972,77.595,3588.0,2.38015607580825,1436.6140468227422,,Evening
23470,2022-09-05 00:00,2022-04-09 21:00:00,Delhi,28.7041,77.1025,SEXUAL ASSAULT,Assault,31,F,Firearm,Violent Crime,5,Yes,2024-04-21 00:00,21,Saturday,4,1,5.0,28.704,77.102,5400.0,2.385925925925926,2161.815777777778,,Night
23471,2022-09-07 14:00,2022-04-09 22:00:00,Mumbai,19.076,72.8777,BURGLARY,Burglary,41,F,Knife,Other Crime,3,Yes,2022-10-08 14:00,22,Saturday,4,1,3.0,19.076,72.878,4415.0,2.3966024915062287,1767.4189807474518,,Night
23472,2022-09-06 04:00,2022-04-09 23:00:00,Lucknow,26.8467,80.9462,DRUG OFFENSE,Other,42,F,Other,Other Crime,1,Yes,2022-10-05 04:00,23,Saturday,4,1,2.0,26.847,80.946,1456.0,2.3777472527472527,583.6133241758241,High,Night
23473,2022-09-07 21:00,2022-05-09 00:00:00,Indore,,,ASSAULT,Assault,12,F,Explosives,Violent Crime,5,Yes,2022-12-03 21:00,0,Monday,5,0,2.0,,,,,,,Night
23474,2022-09-06 18:00,2022-05-09 01:00:00,Hyderabad,17.385,78.4867,IDENTITY THEFT,Identity Theft,39,F,Explosives,Violent Crime,2,No,,1,Monday,5,0,2.0,17.385,78.487,2881.0,2.393960430406109,1153.518188129122,,Night
23475,2022-09-05 17:00,2022-05-09 02:00:00,Delhi,28.7041,77.1025,IDENTITY THEFT,Identity Theft,51,F,Knife,Violent Crime,2,Yes,2022-10-14 17:00,2,Monday,5,0,3.0,28.704,77.102,5400.0,2.385925925925926,2161.315777777778,,Night
23476,2022-09-07 13:00,2022-05-09 03:00:00,Ahmedabad,23.0225,72.5714,DOMESTIC VIOLENCE,Other,25,F,Firearm,Violent Crime,5,No,,3,Monday,5,0,5.0,23.022,72.571,1817.0,2.4446890478811225,728.5334067143644,High,Night
23477,2022-09-05 22:00,2022-05-09 04:00:00,Mumbai,19.076,72.8777,SHOPLIFTING,Other,40,X,Other,Other Crime,1,No,,4,Monday,5,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Night
23478,2022-09-07 23:00,2022-05-09 05:00:00,Surat,21.1702,72.8311,EXTORTION,Other,79,X,Other,Other Crime,1,Yes,2022-09-18 23:00,5,Monday,5,0,2.0,21.17,72.831,1111.0,2.2997299729973,445.4899189918992,High,Morning
23479,2022-09-05 23:00,2022-05-09 06:00:00,Pune,18.5204,73.8567,DRUG OFFENSE,Other,70,F,,Other Crime,1,Yes,2022-11-27 23:00,6,Monday,5,0,2.0,18.52,73.857,2212.0,2.3589511754068715,885.9076853526221,High,Morning
23480,2022-09-07 07:00,2022-05-09 07:00:00,Surat,21.1702,72.8311,ARSON,Other,43,X,Poison,Fire Accident,1,Yes,2022-09-23 07:00,7,Monday,5,0,2.0,21.17,72.831,1111.0,2.2997299729973,445.4899189918992,High,Morning
